audiobook_id,title,author,narrator,summary,audiobook_link,length,release_date,price 
/pd/Queen-,Queen of Shadows,Sarah J. Maas,Elizabeth Evans,,/pd/Queen-of-Shadows-Audiobook/B012BTUEVC, 20 hrs and 43 mins,09-01-15,$34.94
/pd/Forgiv,Forgive,Timothy Keller,Sean Pratt,"Forgiving anyone in a meaningful way is one of the hardest things a person has to do. If you do not, resentment and vengeance begin to consume you. It is nearly impossible to move past transgression without forgiveness, but few people have the resources and the tools to forgive others fully and move on with their lives.",/pd/Forgive-Audiobook/B09S2M659W, 8 hrs and 8 mins,11-01-22,$28.00
/pd/Billy-,Billy Summers,Stephen King,Paul Sparks,,/pd/Billy-Summers-Audiobook/1797122703, 16 hrs and 57 mins,08-03-21,$23.90
/pd/Ready-,Ready Player One,Ernest Cline,Wil Wheaton,,/pd/Ready-Player-One-Audiobook/B005FRGT44, 15 hrs and 40 mins,08-16-11,$20.42
/pd/Talk-t,"Talk to Me Like I&apos;m Someone You Love, Revised Edition",Nancy Dreyfus PsyD,Gabra Zackman,"Talk to Me like I'm Someone You Love is a brilliant interactive relationship tool that can help couples stop arguing and begin healing. This revised edition features two new sections - one on making love and another on deepening trust - containing more than 25 new flash cards for real life, statements that hold the power to express what we wish we could say to the person we love but for which we can't find either the right words or the right tone in which to say them.",/pd/Talk-to-Me-Like-Im-Someone-You-Love-Revised-Edition-Audiobook/1696601703, 5 hrs and 7 mins,02-16-21,$13.99
/pd/He-Who,He Who Fights with Monsters 4,"Shirtaloon, Travis Deverell",Heath Miller,"In the wake of an unexpected homecoming, Jason questions if there is still a place for him in the world he left behind. Forced to confront what he has become in his time away, he feels more alien than ever. But his old world is hiding secrets that he never knew. As he starts to unravel what has been hidden from him his entire life, he discovers that not only might he fit in better than ever but he may be exactly what the world needs.",/pd/He-Who-Fights-with-Monsters-4-Audiobook/B09GHD1R2R, 22 hrs and 20 mins,12-28-21,$59.99
/pd/Crying,Crying in H Mart,Michelle Zauner,Michelle Zauner,"In this exquisite story of family, food, grief, and endurance, Michelle Zauner proves herself far more than a dazzling singer, songwriter, and guitarist. With humor and heart, she tells of growing up one of the few Asian-American kids at her school in Eugene, Oregon; of struggling with her mother's particular high expectations of her; of a painful adolescence; of treasured months spent in her grandmother's tiny apartment in Seoul, where she and her mother would bond, late at night, over heaping plates of food.",/pd/Crying-in-H-Mart-Audiobook/0593153898, 7 hrs and 23 mins,04-20-21,$18.49
/pd/The-De,The Devil in the White City,Erik Larson,Scott Brick,The true tale of the 1893 World's Fair in Chicago and the cunning serial killer who used the magic and majesty of the fair to lure his victims to their death.,/pd/The-Devil-in-the-White-City-Audiobook/B002V0Q0LK, 14 hrs and 58 mins,12-29-02,$23.90
/pd/Princi,Principles,Ray Dalio,"Ray Dalio, Jeremy Bobb",,/pd/Principles-Audiobook/B074B29GQJ, 16 hrs and 5 mins,09-19-17,$16.95
/pd/Outlie,Outliers,Malcolm Gladwell,Malcolm Gladwell,"In this stunning audiobook, Malcolm Gladwell takes us on an intellectual journey through the world of outliers - the best and the brightest, the most famous, and the most successful. He asks the question: What makes high-achievers different? His answer is that we pay too much attention to what successful people are like, and too little attention to where they are from: That is, their culture, their family, their generation, and the idiosyncratic experiences of their upbringing.",/pd/Outliers-Audiobook/B002UZDRK8, 7 hrs and 18 mins,11-18-08,$18.42
/pd/The-To,The Total Money Makeover,Dave Ramsey,Dave Ramsey,,/pd/The-Total-Money-Makeover-Audiobook/B002UUKIR8, 3 hrs and 41 mins,11-07-03,$15.97
/pd/The-In,The Institute,Stephen King,Santino Fontana,"In the middle of the night, in a house on a quiet street in suburban Minneapolis, intruders silently murder Luke Ellis' parents and load him into a black SUV. The operation takes less than two minutes. Luke will wake up at The Institute, in a room that looks just like his own, except there's no window. And outside his door are other doors, behind which are other kids with special talents - telekinesis and telepathy - who got to this place the same way Luke did: Kalisha, Nick, George, Iris, and 10-year-old Avery Dixon.",/pd/The-Institute-Audiobook/1508279071, 18 hrs and 59 mins,09-10-19,$23.90
/pd/101-Es,101 Essays That Will Change the Way You Think,Brianna Wiest,Abby Craden,"Over the past few years, Brianna Wiest has gained renown for her deeply moving, philosophical writing. This new compilation of her published work features pieces on why you should pursue purpose over passion, embrace negative thinking, see the wisdom in daily routine, and become aware of the cognitive biases that are creating the way you see your life. Some of these pieces have never been seen; others have been read by millions of people around the world. Regardless, each will leave you thinking: This idea changed my life.",/pd/101-Essays-That-Will-Change-the-Way-You-Think-Audiobook/1977386865, 10 hrs and 45 mins,08-21-18,$17.49
/pd/Will-A,Will,"Will Smith, Mark Manson",Will Smith,,/pd/Will-Audiobook/0593146239, 16 hrs and 16 mins,11-09-21,$11.49
/pd/Set-Bo,"Set Boundaries, Find Peace",Nedra Glover Tawwab,Nedra Glover Tawwab,"Healthy boundaries. We all know we should have them - in order to achieve work/life balance, cope with toxic people, and enjoy rewarding relationships with partners, friends, and family. But what do healthy boundaries really mean - and how can we successfully express our needs, say no, and be assertive without offending others? Licensed counselor, sought-after relationship expert, and one of the most influential therapists on Instagram Nedra Glover Tawwab demystifies this complex topic for today's world.",/pd/Set-Boundaries-Find-Peace-Audiobook/0593393546, 8 hrs,03-16-21,$16.49
/pd/The-Pr,The Prisoner,B.A. Paris,Georgia Maguire,"Amelie has always been a survivor, from losing her parents as a child in Paris to making it on her own in London. As she builds a life for herself, she is swept up into a glamorous lifestyle where she married the handsome billionaire Ned Hawthorne. But then, Amelie wakes up in a pitch-black room, not knowing where she is. Why has she been taken? Who are her mysterious captors? And why does she soon feel safer here, imprisoned, than she had begun to feel with her husband Ned?",/pd/The-Prisoner-Audiobook/B09QBGL3KX, 8 hrs and 41 mins,11-01-22,$18.89
/pd/Ready-,Ready Player Two,Ernest Cline,Wil Wheaton,"Days after winning OASIS founder James Halliday’s contest, Wade Watts makes a discovery that changes everything. Hidden within Halliday’s vaults, waiting for his heir to find it, lies a technological advancement that will once again change the world and make the OASIS a thousand times more wondrous - and addictive - than even Wade dreamed possible. With it comes a new riddle, and a new quest - a last Easter egg from Halliday, hinting at a mysterious prize. And an unexpected, impossibly powerful, and dangerous new rival awaits, one who’ll kill millions to get what he wants.",/pd/Ready-Player-Two-Audiobook/0593396960, 13 hrs and 46 mins,11-24-20,$19.44
/pd/He-Who,He Who Fights with Monsters 5,"Shirtaloon, Travis Deverell",Heath Miller,"Jason has discovered that his homeworld is not what he thought. What’s more, the rest of the planet is on the precipice of sharing his revelation. With magic on the rise and forces pulling him in multiple directions, Jason is faced with challenges greater than ever before. Even as his power reaches new and incredible heights, he is faced with the realization that going beyond his best is still not enough.",/pd/He-Who-Fights-with-Monsters-5-Audiobook/B09PSSTFP3, 20 hrs and 5 mins,04-05-22,$59.99
/pd/The-Ma,The Maid,Nita Prose,Lauren Ambrose,,/pd/The-Maid-Audiobook/B09FYKPTW5, 9 hrs and 37 mins,01-04-22,$17.92
/pd/Fahren,Fahrenheit 451,Ray Bradbury,Tim Robbins,,/pd/Fahrenheit-451-Audiobook/B00M4PXF6K, 5 hrs and 1 min,10-21-14,$19.95
/pd/A-Flic,A Flicker in the Dark,Stacy Willingham,Karissa Vacker,"When Chloe Davis was 21, six teenage girls went missing in her small Louisiana town. By the end of the summer, her own father had confessed to the crimes and was put away for life, leaving Chloe and the rest of her family to grapple with the truth and try to move forward while dealing with the aftermath. Now 20 years later, Chloe is a psychologist in Baton Rouge and getting ready for her wedding. While she finally has a fragile grasp on the happiness she’s worked so hard to achieve, she sometimes feels as out of control of her own life as the troubled teens who are her patients.",/pd/A-Flicker-in-the-Dark-Audiobook/1250838851, 11 hrs and 1 min,01-11-22,$15.22
/pd/The-Gi,"The Gifts of Imperfection, 10th Anniversary Edition",Brené Brown,Brené Brown,"For more than a decade, Brené Brown has found a special place in our hearts as a gifted mapmaker and a fellow traveler. She is both a social scientist and a kitchen table friend whom you can always count on to tell the truth, make you laugh, and, on occasion, cry with you. And what's now become a movement all started with The Gifts of Imperfection, which has sold more than two million copies in 35 different languages across the globe.",/pd/The-Gifts-of-Imperfection-10th-Anniversary-Edition-Audiobook/059321515X, 4 hrs and 31 mins,09-08-20,$13.99
/pd/The-Bu,The Bullet That Missed,Richard Osman,"Fiona Shaw, Richard Osman, Steph McGovern","It is an ordinary Thursday, and things should finally be returning to normal. Except trouble is never far away where the Thursday Murder Club are concerned. A decade-old cold case—their favorite kind—leads them to a local news legend and a murder with no body and no answers. Then a new foe pays Elizabeth a visit. Her mission? Kill or be killed. Suddenly the cold case has become red hot. While Elizabeth wrestles with her conscience (and a gun), Joyce, Ron, and Ibrahim chase down the clues. Can the gang solve the mystery and save Elizabeth before the murderer strikes again?",/pd/The-Bullet-That-Missed-Audiobook/B09RTNJQJT, 11 hrs and 16 mins,09-20-22,$31.50
/pd/Killin,Killing the Legends,"Bill O'Reilly, Martin Dugard",Robert Petkoff,"In Killing the Legends, Bill O’Reilly and Martin Dugard explore the lives, legacies, and tragic deaths of three of the most famous people of the 20th century. Each experienced immense success, then failures that forced them to change; each faced the challenge of growing old in fields that privilege youth; and finally, each became isolated, cocooned by wealth but vulnerable to the demands of those in their innermost circles.",/pd/Killing-the-Legends-Audiobook/B09QH7DCCK, 9 hrs and 21 mins,09-27-22,$25.51
/pd/The-Ve,The Very Secret Society of Irregular Witches,Sangu Mandanna,Samara MacLaren,,/pd/The-Very-Secret-Society-of-Irregular-Witches-Audiobook/B09MVCVVYM, 9 hrs and 59 mins,08-23-22,$18.49
/pd/The-Ey,The Eye of the World,Robert Jordan,"Kate Reading, Michael Kramer",,/pd/The-Eye-of-the-World-Audiobook/B0036NHZ10, 29 hrs and 57 mins,12-31-06,$34.44
/pd/The-Po,The Power of Vulnerability,Brené Brown,Brené Brown,,/pd/The-Power-of-Vulnerability-Audiobook/B00CYKDYBQ, 6 hrs and 30 mins,05-24-13,$34.28
/pd/The-La,The Last Chairlift,John Irving,"Jacques Roy, Raquel Beattie, Cassandra Campbell, and others","In Aspen, Colorado, in 1941, Rachel Brewster is a slalom skier at the National Downhill and Slalom Championships. Little Ray, as she is called, finishes nowhere near the podium, but she manages to get pregnant. Back home, in New England, Little Ray becomes a ski instructor. Her son, Adam, grows up in a family that defies conventions and evades questions concerning the eventful past. Years later, looking for answers, Adam will go to Aspen. In the Hotel Jerome, where he was conceived, Adam will meet some ghosts; they aren’t the first or the last ghosts he sees.",/pd/The-Last-Chairlift-Audiobook/B09TTM9N28, 32 hrs and 47 mins,10-18-22,$37.79
/pd/Daring,Daring Greatly,Brené Brown,Brené Brown,"Every day we experience the uncertainty, risks, and emotional exposure that define what it means to be vulnerable or to dare greatly. Based on 12 years of pioneering research, Dr. Brené Brown dispels the cultural myth that vulnerability is weakness and argues that it is, in truth, our most accurate measure of courage. Brown explains how vulnerability is both the core of difficult emotions like fear, grief, and disappointment, and the birthplace of love, belonging, joy, empathy, innovation, and creativity.",/pd/Daring-Greatly-Audiobook/B07DX9W2CG, 6 hrs and 30 mins,06-26-18,$20.90
/pd/The-Ma,The Marriage Portrait,Maggie O'Farrell,"Genevieve Gaunt, Maggie O'Farrell","Florence, the 1550s. Lucrezia, third daughter of the grand duke, is comfortable with her obscure place in the palazzo: free to wonder at its treasures, observe its clandestine workings, and to devote herself to her own artistic pursuits. But when her older sister dies on the eve of her wedding, Lucrezia is thrust into the limelight: the duke is quick to request her hand in marriage, and her father just as quick to accept on her behalf. Having barely left girlhood behind, Lucrezia must make her way in a court whose customs are opaque and where her arrival is not universally welcomed.",/pd/The-Marriage-Portrait-Audiobook/B09RX43HBK, 13 hrs and 21 mins,09-06-22,$31.50
/pd/The-Sc,The School for Good and Evil,Soman Chainani,Polly Lee,,/pd/The-School-for-Good-and-Evil-Audiobook/B00CICNV40, 13 hrs and 45 mins,05-14-13,$36.50
/pd/The-Ma,The Martian,Andy Weir,Wil Wheaton,"Six days ago, astronaut Mark Watney became one of the first people to walk on Mars. Now, he's sure he'll be the first person to die there. After a dust storm nearly kills him and forces his crew to evacuate while thinking him dead, Mark finds himself stranded and completely alone with no way to even signal Earth that he’s alive - and even if he could get word out, his supplies would be gone long before a rescue could arrive. But Mark isn't ready to give up yet.",/pd/The-Martian-Audiobook/B082BHJMFF, 10 hrs and 59 mins,01-01-20,$34.95
/pd/The-Ju,The Judge&apos;s List,John Grisham,"Mary-Louise Parker, John Grisham",,/pd/The-Judges-List-Audiobook/0593168496, 11 hrs and 36 mins,10-19-21,$23.90
/pd/The-Hu,The Hunger Games: Special Edition,Suzanne Collins,Tatiana Maslany,"Emmy Award-winning actress Tatiana Maslany narrates a brand-new special edition recording of the first audiobook in the worldwide best-selling trilogy from Suzanne Collins! In the ruins of a place once known as North America lies the nation of Panem, a shining Capitol surrounded by 12 outlying districts. The Capitol keeps the districts in line by forcing them all to send one boy and one girl between the ages of 12 and 18 to participate in the annual Hunger Games, a fight to the death on live TV.",/pd/The-Hunger-Games-Special-Edition-Audiobook/B07HHH7L77, 10 hrs and 35 mins,10-30-18,$16.95
/pd/The-Ma,The Magic of Thinking Big,David Schwartz,Jason Culp,,/pd/The-Magic-of-Thinking-Big-Audiobook/B015EXHPCI, 9 hrs and 31 mins,10-06-15,$15.22
/pd/The-Fo,The Four Winds,Kristin Hannah,Julia Whelan,"Texas, 1921. A time of abundance. The Great War is over, the bounty of the land is plentiful, and America is on the brink of a new and optimistic era. But for Elsa Wolcott, deemed too old to marry in a time when marriage is a woman’s only option, the future seems bleak. Until the night she meets Rafe Martinelli. By 1934, the world has changed; millions are out of work and drought has devastated the Great Plains. Elsa must make an agonizing choice: fight for the land she loves or leave it behind and go west, to California, in search of a better life for her family.",/pd/The-Four-Winds-Audiobook/125031724X, 15 hrs and 2 mins,02-02-21,$25.90
/pd/Dune-M,Dune Messiah,Frank Herbert,"Scott Brick, Katherine Kellgren, Euan Morton, and others",,/pd/Dune-Messiah-Audiobook/B002V8H660, 8 hrs and 57 mins,10-01-07,$15.22
/pd/The-Wi,The Witching Hour,Anne Rice,Kate Reading,"Demonstrating once again her gift for spellbinding storytelling, Anne Rice makes real for us a great dynasty of four centuries of witches - a family given to poetry and incest, murder and philosophy, a family that over the ages is itself haunted by a powerful, dangerous, and seductive being called Lasher who haunts the Mayfair women. Moving in time from today's New Orleans and San Francisco to long-ago Amsterdam and the France of Louis XIV, from the coffee plantations of Port-au-Prince to Civil War New Orleans and back to today, Anne Rice has spun a mesmerizing tale.",/pd/The-Witching-Hour-Audiobook/B015WVQUBO, 50 hrs and 1 min,10-13-15,$32.99
/pd/Eragon,Eragon,Christopher Paolini,Gerard Doyle,"Fifteen-year-old Eragon believes he is merely a poor farm boy - until his destiny as a Dragon Rider is revealed. Gifted with only an ancient sword, a loyal dragon, and sage advice from an old storyteller, Eragon is soon swept into a dangerous tapestry of magic, glory, and power. Now, his choices could save - or destroy - the empire.",/pd/Eragon-Audiobook/B002UZKL7A, 16 hrs and 22 mins,10-16-03,$16.95
/pd/Chaos-,Chaos,"Tom O'Neill, Dan Piepenbring",Kevin Stillwell,"Over two grim nights in Los Angeles, the young followers of Charles Manson murdered seven people, including the actress Sharon Tate, then eight months pregnant. With no mercy and seemingly no motive, the Manson Family followed their leader's every order. Twenty years ago, when journalist Tom O'Neill was reporting a magazine piece about the murders, he worried there was nothing new to say. Then he unearthed shocking evidence of a cover-up behind the official story, including police carelessness, legal misconduct, and potential surveillance by intelligence agents.",/pd/Chaos-Audiobook/1478998997, 16 hrs and 15 mins,06-25-19,$19.95
/pd/Men-wi,Men with Adult ADHD,Edgar Wise,Helpful Matthew,"Adult ADHD can affect men in different ways. Men may experience it in various ways, and its symptoms can be more challenging to detect. Men with ADHD are often overlooked, leaving many who are struggling with their abilities to feel isolated or confused about what they're experiencing. While the underlying mechanisms of ADHD are still being studied, it is thought that the male brain may process information differently than the female brain, which could account for some of these differences. This audiobook was written for men who think they have ADHD or have been diagnosed with it.",/pd/Men-with-Adult-ADHD-Audiobook/B09XXJ8PG2, 3 hrs and 50 mins,04-14-22,$14.95
/pd/The-Th,The Three-Body Problem,Cixin Liu,Luke Daniels,,/pd/The-Three-Body-Problem-Audiobook/B00P0277C2, 13 hrs and 26 mins,11-11-14,$17.92
/pd/The-Go,The Good Nurse,Charles Graeber,Will Collyer,,/pd/The-Good-Nurse-Audiobook/B00C9SW5CC, 11 hrs and 35 mins,04-15-13,$19.99
/pd/House-,House of Sky and Breath,Sarah J. Maas,Elizabeth Evans,"Bryce Quinlan and Hunt Athalar are trying to get back to normal - they may have saved Crescent City, but with so much upheaval in their lives lately, they mostly want a chance to relax. Slow down. Figure out what the future holds.",/pd/House-of-Sky-and-Breath-Audiobook/B09MZPZ1WG, 27 hrs and 42 mins,02-15-22,$49.95
/pd/The-Di,The Dichotomy of Leadership,"Jocko Willink, Leif Babin","Jocko Willink, Leif Babin","Every leader must be ready and willing to take charge, to make hard, crucial calls for the good of the team and the mission. Something much more difficult to understand is that in order to be a good leader, one must also be a good follower. This is a dichotomy - a Dichotomy of Leadership. It is, as authors Jocko Willink and Leif Babin explained in their best-selling first audiobook, Extreme Ownership, “Simple, Not Easy”.",/pd/The-Dichotomy-of-Leadership-Audiobook/B07BN2GNQQ, 10 hrs and 34 mins,09-25-18,$20.90
/pd/Lesson,Lessons,Ian McEwan,Simon McBurney,"When the world is still counting the cost of the Second World War and the Iron Curtain has closed, eleven-year-old Roland Baines's life is turned upside down. 2,000 miles from his mother's protective love, stranded at an unusual boarding school, his vulnerability attracts piano teacher Miss Miriam Cornell, leaving scars as well as a memory of love that will never fade.",/pd/Lessons-Audiobook/B0B1QTQRW7, 17 hrs and 33 mins,09-13-22,$34.99
/pd/The-Ro,The Rose Code,Kate Quinn,Saskia Maarleveld,"As England prepares to fight the Nazis, three very different women answer the call to mysterious country estate Bletchley Park, where the best minds in Britain train to break German military codes. Vivacious debutante Osla is the girl who has everything - beauty, wealth, and the dashing Prince Philip of Greece sending her roses - but she burns to prove herself as more than a society girl, and puts her fluent German to use as a translator of decoded enemy secrets.",/pd/The-Rose-Code-Audiobook/0062943499, 16 hrs and 2 mins,03-09-21,$36.50
/pd/The-Fi,The Final Chapter,From Hell,Travis Baldree,,/pd/The-Final-Chapter-Audiobook/B0B77Q4Q2V, 12 hrs and 16 mins,11-01-22,$39.99
/pd/The-Gr,The Great Reset,Alex Jones,Lloyd Floyd,"If you really want to know what’s happening in the world, this is the one book you must hear now. Alex Jones is the most censored man on the planet and you should ask yourself why that is. There is a powerful authoritarian takeover in process that is seeking to capture the entire human system and turn it into an artificial factory farm controlled system. We are in a war for the future of the world. In this book, you will hear from the world’s elites, from their own mouths, what they are planning for you and your families and you will learn what you can do to fight it.",/pd/The-Great-Reset-Audiobook/B0BHZVF31H, 7 hrs and 30 mins,10-12-22,$18.19
/pd/Help-M,Help Me Remember,Corinne Michaels,"Andi Arndt, Zachary Webber","In one second, my life disappeared. My past. My memories. My future. The only certainty I have from the last three years is that my older brother is dead and that I am the only eyewitness. In order to protect the case, the lawyers demand no one give me any information about my life...I must remember on my own. My only help comes from my brother’s best friend and world-renowned investigative reporter Spencer Cross. He has no idea how many nights I’ve spent dreaming of his name—and his body—next to mine. Each day we spend together, I find it harder to want my old life back.",/pd/Help-Me-Remember-Audiobook/B0B1N86MCK, 9 hrs and 27 mins,06-14-22,$19.95
/pd/How-to,How to Do the Work,Dr. Nicole LePera,Courtney Patterson,"As a clinical psychologist, Dr. Nicole LePera often found herself frustrated by the limitations of traditional psychotherapy. Wanting more for her patients—and for herself—she began a journey to develop a united philosophy of mental, physical and spiritual wellness that equips people with the interdisciplinary tools necessary to heal themselves. After experiencing the life-changing results herself, she began to share what she'd learned with others—and soon The Holistic Psychologist was born. Now, Dr. LePera is ready to share her much-requested protocol with the world.",/pd/How-to-Do-the-Work-Audiobook/0063207680, 9 hrs and 42 mins,05-04-21,$20.54
/pd/The-Ch,Principles for Dealing with the Changing World Order,Ray Dalio,"Jeremy Bobb, Ray Dalio","From legendary investor Ray Dalio, author of the number-one New York Times best seller Principles, who has spent half a century studying global economies and markets, Principles for Dealing with the Changing World Order examines history’s most turbulent economic and political periods to reveal why the times ahead will likely be radically different from those we’ve experienced in our lifetimes - and to offer practical advice on how to navigate them well.",/pd/The-Changing-World-Order-Audiobook/1797115782, 16 hrs and 48 mins,11-30-21,$23.90
/pd/The-Wo,The World We Make,N. K. Jemisin,Robin Miles,"All is not well in the city that never sleeps. Even though the avatars of New York City have temporarily managed to stop the Woman in White from invading—and destroying the entire universe in the process—the mysterious capital E Enemy has more subtle powers at her disposal. A new candidate for mayor wielding the populist rhetoric of gentrification, xenophobia, and law and order may have what it takes to change the very nature of New York itself and take it down from the inside.",/pd/The-World-We-Make-Audiobook/B09YJKN66J, 12 hrs and 58 mins,11-01-22,$30.79
/pd/11-22-,11-22-63,Stephen King,Craig Wasson,,/pd/11-22-63-Audiobook/B005UR3VFO, 30 hrs and 40 mins,11-08-11,$30.90
/pd/Dragon,Dragons and Demons,Kel Kade,Nick Podehl,"Every kingdom Rezkin touches has shattered, and the turbulence in his homeland is spreading across the Souelian. From the shards of kingdoms past, he begins to forge a new empire. But there is a price to pay for power, and the balance has come due. When Rezkin is confronted by something mysterious and ancient, he is stolen from his intended path and driven toward shocking revelations about his identity. With every whisper of knowledge comes new dangers and one certainty.",/pd/Dragons-and-Demons-Audiobook/B0B4BBNLGB, 17 hrs and 3 mins,09-06-22,$54.99
/pd/C-S-Le,C. S. Lewis Essential Audio Library,C. S. Lewis,"Julian Rhind-Tutt, Joss Ackland, James Simmons, and others","Nine essential works by C. S. Lewis in one deluxe audio edition: Mere Christianity, The Screwtape Letters, The Great Divorce, Miracles, The Problem of Pain, A Grief Observed, The Abolition of Man, The Weight of Glory, and George MacDonald.",/pd/C-S-Lewis-Essential-Audio-Library-Audiobook/0063136686, 38 hrs and 50 mins,09-07-21,$45.90
/pd/Come-A,Come As You Are: Revised and Updated,Emily Nagoski PhD,"Emily Nagoski, Nicholas Boulton","For much of the 20th and 21st centuries, women’s sexuality was an uncharted territory in science, studied far less frequently - and far less seriously - than its male counterpart. That is, until Emily Nagoski’s Come As You Are, which used groundbreaking science and research to prove that the most important factor in creating and sustaining a sex life filled with confidence and joy is not what the parts are or how they’re organized but how you feel about them.",/pd/Come-As-You-Are-Revised-and-Updated-Audiobook/1797119265, 11 hrs and 30 mins,03-02-21,$14.95
/pd/Influe,"Influence, New and Expanded",Robert B. Cialdini,Robert B. Cialdini,"In the new edition of this highly acclaimed bestseller, Robert Cialdini—New York Times bestselling author of Pre-Suasion and the seminal expert in the fields of influence and persuasion—explains the psychology of why people say yes and how to apply these insights ethically in business and everyday settings. You'll learn Cialdini's Universal Principles of Influence, including new research and new uses so you can become an even more skilled persuader—and just as importantly, you'll learn how to defend yourself against unethical influence attempts.",/pd/Influence-New-and-Expanded-Audiobook/0063097796, 20 hrs and 43 mins,05-04-21,$41.90
/pd/Empire,Empire of the Summer Moon,S. C. Gwynne,David Drummond,,/pd/Empire-of-the-Summer-Moon-Audiobook/B01KBD5FKK, 15 hrs and 9 mins,09-20-16,$16.72
/pd/Leader,Leaders Eat Last,Simon Sinek,Simon Sinek,"Too many workplaces are driven by cynicism, paranoia, and self-interest. But the best ones foster trust and cooperation because their leaders build what Sinek calls a Circle of Safety that separates the security inside the team from the challenges outside. Sinek illustrates his ideas with fascinating true stories that range from the military to big business, from government to investment banking.",/pd/Leaders-Eat-Last-Audiobook/0593291352, 9 hrs and 23 mins,02-18-20,$18.49
/pd/Starsi,Starsight,Brandon Sanderson,Suzy Jackson,"All her life, Spensa has dreamed of becoming a pilot. Of proving she's a hero like her father. She made it to the sky, but the truths she learned about her father were crushing. The rumors of his cowardice are true - he deserted his flight during battle against the Krell. Worse, though, he turned against his team and attacked them.",/pd/Starsight-Audiobook/B07VYMVXK6, 14 hrs and 30 mins,11-26-19,$34.95
/pd/A-Gent,A Gentleman in Moscow,Amor Towles,Nicholas Guy Smith,"In 1922, Count Alexander Rostov is deemed an unrepentant aristocrat by a Bolshevik tribunal, and is sentenced to house arrest in the Metropol, a grand hotel across the street from the Kremlin. Rostov, an indomitable man of erudition and wit, has never worked a day in his life, and must now live in an attic room while some of the most tumultuous decades in Russian history are unfolding outside the hotel’s doors. Unexpectedly, his reduced circumstances provide him entry into a much larger world of emotional discovery.",/pd/A-Gentleman-in-Moscow-Audiobook/B01E08EG84, 17 hrs and 52 mins,09-06-16,$19.44
/pd/Cytoni,Cytonic,Brandon Sanderson,Suzy Jackson,"Spensa’s life as a Defiant Defense Force pilot has been far from ordinary. She proved herself one of the best starfighters in the human enclave of Detritus, and she saved her people from extermination at the hands of the Krell - the enigmatic alien species that has been holding them captive for decades. What’s more, she traveled light-years from home as an undercover spy to infiltrate the Superiority, where she learned of the galaxy beyond her small planet home. Now, the Superiority - the governing galactic alliance bent on dominating all human life - has started a galaxy-wide war.",/pd/Cytonic-Audiobook/B09BS3V92Z, 13 hrs and 15 mins,11-23-21,$34.95
/pd/Artemi,Artemis,Andy Weir,Rosario Dawson,,/pd/Artemis-Audiobook/B072R1CY4P, 8 hrs and 57 mins,11-14-17,$29.95
/pd/Mindse,Mindset,Carol S. Dweck PhD,Bernadette Dunne,"After decades of research, world-renowned Stanford University psychologist Carol S. Dweck discovered a simple but groundbreaking idea: the power of mindset. In this brilliant book, she describes how success in school, work, sports, the arts, and almost every area of human endeavor can be dramatically influenced by how we think about our talents and abilities. In this edition, Dweck offers new insights into her now famous and broadly embraced concept. She introduces a phenomenon she calls false growth mindset and guides people toward adopting a deeper, truer growth mindset.",/pd/Mindset-Audiobook/0593150422, 10 hrs and 23 mins,02-19-19,$14.95
/pd/Stolen,Stolen Focus,Johann Hari,Johann Hari,"In the United States, teenagers can focus on one task for only 65 seconds at a time, and office workers average only three minutes. Like so many of us, Johann Hari was finding that constantly switching from device to device and tab to tab was a diminishing and depressing way to live. He tried all sorts of self-help solutions—even abandoning his phone for three months—but nothing seemed to work.",/pd/Stolen-Focus-Audiobook/B09FYH79YW, 10 hrs and 21 mins,01-25-22,$18.49
/pd/What-M,What Men Wish You Knew: The 40 Rules to Attract a Man and Keep Him,Jarred Jameson,Eric Rodgers,,/pd/What-Men-Wish-You-Knew-The-40-Rules-to-Attract-a-Man-and-Keep-Him-Audiobook/B0887XWBDQ, 3 hrs,05-12-20,$14.95
/pd/2000-M,2000 Mules,Dinesh D'Souza,"Dan Crue, Dinesh D'Souza - preface","Americans are more divided now than at any time since the Civil War. But today those divisions are not regional, they are ideological, dividing city dwellers from rural residents in the same state, dividing liberals from conservatives in the same town, the same church, even in the same family.",/pd/2000-Mules-Audiobook/B09Y7JGNBH, 6 hrs and 17 mins,10-25-22,$34.99
/pd/The-Di,The Diamond Eye,Kate Quinn,Saskia Maarleveld,"In the snowbound city of Kiev, wry and bookish history student Mila Pavlichenko organizes her life around her library job and her young son—but Hitler’s invasion of Russia sends her on a different path. Given a rifle and sent to join the fight, Mila must forge herself from studious girl to deadly sniper—a lethal hunter of Nazis known as Lady Death. When news of her three hundredth kill makes her a national heroine, Mila finds herself torn from the bloody battlefields of the Eastern Front and sent to America on a goodwill tour.",/pd/The-Diamond-Eye-Audiobook/B09F4PQKQC, 12 hrs and 51 mins,03-29-22,$26.92
